OID,DID,day_type,day_part,odvolume,odtime,mode,date_range
341,612,1,0,99,4048.0,TRU,2019_YR
341,62,1,0,3,,TRU,2019_YR
341,621,1,0,166,4142.0,TRU,2019_YR
341,631,1,0,2,,TRU,2019_YR
341,641,1,0,1,,TRU,2019_YR
341,651,1,0,3,,TRU,2019_YR
341,664,1,0,1,,TRU,2019_YR
341,671,1,0,1,,TRU,2019_YR
341,681,1,0,5,,TRU,2019_YR
341,691,1,0,4,,TRU,2019_YR
341,81,1,0,70,4584.0,TRU,2019_YR
341,91,1,0,236,3413.0,TRU,2019_YR
351,101,1,0,237,3995.0,TRU,2019_YR
351,102,1,0,37,3893.0,TRU,2019_YR
351,11,1,0,1,,TRU,2019_YR
351,111,1,0,52,3368.0,TRU,2019_YR
351,112,1,0,17,4002.0,TRU,2019_YR
351,121,1,0,68,3274.0,TRU,2019_YR
351,122,1,0,42,3790.0,TRU,2019_YR
351,131,1,0,62,3372.0,TRU,2019_YR
351,132,1,0,30,3222.0,TRU,2019_YR
351,141,1,0,1,,TRU,2019_YR
351,181,1,0,108,3237.0,TRU,2019_YR
351,182,1,0,23,3706.0,TRU,2019_YR
351,191,1,0,16,2964.0,TRU,2019_YR
351,192,1,0,5,,TRU,2019_YR
351,201,1,0,18,3681.0,TRU,2019_YR
351,202,1,0,251,2637.0,TRU,2019_YR
351,21,1,0,1,,TRU,2019_YR
351,211,1,0,130,2716.0,TRU,2019_YR
351,212,1,0,61,2517.0,TRU,2019_YR
351,221,1,0,70,2182.0,TRU,2019_YR
351,222,1,0,59,1949.0,TRU,2019_YR
351,231,1,0,591,1873.0,TRU,2019_YR
351,232,1,0,433,1924.0,TRU,2019_YR
351,261,1,0,147,1382.0,TRU,2019_YR
351,271,1,0,34,2252.0,TRU,2019_YR
351,281,1,0,246,1882.0,TRU,2019_YR
351,291,1,0,78,1540.0,TRU,2019_YR
351,292,1,0,803,1562.0,TRU,2019_YR
351,301,1,0,1230,1412.0,TRU,2019_YR
351,302,1,0,784,1359.0,TRU,2019_YR
351,31,1,0,15,,TRU,2019_YR
351,311,1,0,669,1819.0,TRU,2019_YR
351,312,1,0,546,1443.0,TRU,2019_YR
351,313,1,0,1781,1203.0,TRU,2019_YR
351,314,1,0,11,,TRU,2019_YR
351,32,1,0,9,,TRU,2019_YR
351,321,1,0,659,1389.0,TRU,2019_YR
351,331,1,0,1922,917.0,TRU,2019_YR
351,332,1,0,1231,857.0,TRU,2019_YR
351,333,1,0,279,1474.0,TRU,2019_YR
351,334,1,0,184,1472.0,TRU,2019_YR
351,335,1,0,109,1271.0,TRU,2019_YR
351,336,1,0,490,1302.0,TRU,2019_YR
351,337,1,0,21,1094.0,TRU,2019_YR
351,338,1,0,31,1421.0,TRU,2019_YR
351,339,1,0,65,1472.0,TRU,2019_YR
351,341,1,0,5188,902.0,TRU,2019_YR
351,351,1,0,8837,537.0,TRU,2019_YR
351,352,1,0,2911,732.0,TRU,2019_YR
351,361,1,0,65,1203.0,TRU,2019_YR
351,381,1,0,11,,TRU,2019_YR
351,391,1,0,43,2405.0,TRU,2019_YR
351,401,1,0,161,2778.0,TRU,2019_YR
351,41,1,0,13,,TRU,2019_YR
351,411,1,0,231,2297.0,TRU,2019_YR
351,412,1,0,704,1724.0,TRU,2019_YR
351,421,1,0,84,2116.0,TRU,2019_YR
351,422,1,0,315,1498.0,TRU,2019_YR
351,423,1,0,138,2499.0,TRU,2019_YR
351,424,1,0,2,,TRU,2019_YR
351,431,1,0,67,2097.0,TRU,2019_YR
351,432,1,0,99,2370.0,TRU,2019_YR
351,433,1,0,254,2168.0,TRU,2019_YR
351,434,1,0,58,2555.0,TRU,2019_YR
351,441,1,0,744,1443.0,TRU,2019_YR
351,442,1,0,571,1337.0,TRU,2019_YR
351,451,1,0,382,1942.0,TRU,2019_YR
351,452,1,0,259,1926.0,TRU,2019_YR
351,461,1,0,150,1949.0,TRU,2019_YR
351,471,1,0,58,935.0,TRU,2019_YR
351,481,1,0,10,,TRU,2019_YR
351,491,1,0,10,,TRU,2019_YR
351,512,1,0,13,3970.0,TRU,2019_YR
351,522,1,0,10,,TRU,2019_YR
351,523,1,0,7,,TRU,2019_YR
351,531,1,0,54,3078.0,TRU,2019_YR
351,532,1,0,29,3335.0,TRU,2019_YR
351,541,1,0,77,2440.0,TRU,2019_YR
351,542,1,0,40,2336.0,TRU,2019_YR
351,551,1,0,39,2808.0,TRU,2019_YR
351,561,1,0,43,2812.0,TRU,2019_YR
351,562,1,0,63,2884.0,TRU,2019_YR
351,571,1,0,53,3004.0,TRU,2019_YR
351,572,1,0,17,2499.0,TRU,2019_YR
351,581,1,0,4,,TRU,2019_YR
351,582,1,0,2,,TRU,2019_YR
351,583,1,0,154,3448.0,TRU,2019_YR
351,584,1,0,30,3112.0,TRU,2019_YR
351,585,1,0,2,,TRU,2019_YR
351,591,1,0,44,3679.0,TRU,2019_YR
351,592,1,0,4,,TRU,2019_YR
351,593,1,0,2,,TRU,2019_YR
351,594,1,0,1,,TRU,2019_YR
351,601,1,0,51,3654.0,TRU,2019_YR
351,602,1,0,125,4041.0,TRU,2019_YR
351,603,1,0,33,4019.0,TRU,2019_YR
351,611,1,0,3,,TRU,2019_YR
351,612,1,0,42,4372.0,TRU,2019_YR
351,621,1,0,16,4633.0,TRU,2019_YR
351,641,1,0,1,,TRU,2019_YR
351,81,1,0,2,,TRU,2019_YR
351,91,1,0,29,3872.0,TRU,2019_YR
352,101,1,0,38,4263.0,TRU,2019_YR
352,102,1,0,19,4332.0,TRU,2019_YR
352,111,1,0,52,4004.0,TRU,2019_YR
352,112,1,0,13,3590.0,TRU,2019_YR
352,121,1,0,26,3883.0,TRU,2019_YR
352,122,1,0,21,3654.0,TRU,2019_YR
352,131,1,0,47,3789.0,TRU,2019_YR
352,132,1,0,23,3635.0,TRU,2019_YR
352,133,1,0,1,,TRU,2019_YR
352,181,1,0,58,3391.0,TRU,2019_YR
352,182,1,0,21,4016.0,TRU,2019_YR
352,191,1,0,27,3039.0,TRU,2019_YR
352,192,1,0,1,,TRU,2019_YR
352,201,1,0,7,,TRU,2019_YR
352,202,1,0,128,2964.0,TRU,2019_YR
352,211,1,0,58,2995.0,TRU,2019_YR
352,212,1,0,43,2756.0,TRU,2019_YR
352,221,1,0,39,2373.0,TRU,2019_YR
352,222,1,0,58,2141.0,TRU,2019_YR
352,231,1,0,187,2050.0,TRU,2019_YR
352,232,1,0,428,2042.0,TRU,2019_YR
352,261,1,0,42,1973.0,TRU,2019_YR
352,271,1,0,41,2459.0,TRU,2019_YR
352,281,1,0,161,2184.0,TRU,2019_YR
352,291,1,0,141,1568.0,TRU,2019_YR
352,292,1,0,459,1945.0,TRU,2019_YR
352,301,1,0,883,1777.0,TRU,2019_YR
352,302,1,0,453,1538.0,TRU,2019_YR
352,31,1,0,8,,TRU,2019_YR
352,311,1,0,342,2044.0,TRU,2019_YR
352,312,1,0,294,1616.0,TRU,2019_YR
352,313,1,0,1739,1301.0,TRU,2019_YR
352,314,1,0,6,,TRU,2019_YR
352,32,1,0,3,,TRU,2019_YR
352,321,1,0,217,1500.0,TRU,2019_YR
352,331,1,0,803,1281.0,TRU,2019_YR
352,332,1,0,668,1127.0,TRU,2019_YR
352,333,1,0,172,1733.0,TRU,2019_YR
352,334,1,0,224,1478.0,TRU,2019_YR
352,335,1,0,30,1139.0,TRU,2019_YR
352,336,1,0,286,1586.0,TRU,2019_YR
352,337,1,0,7,,TRU,2019_YR
352,338,1,0,9,,TRU,2019_YR
352,339,1,0,12,,TRU,2019_YR
352,341,1,0,3974,1063.0,TRU,2019_YR
352,351,1,0,2745,698.0,TRU,2019_YR
352,352,1,0,8135,527.0,TRU,2019_YR
352,361,1,0,45,1403.0,TRU,2019_YR
352,362,1,0,1,,TRU,2019_YR
352,381,1,0,39,2769.0,TRU,2019_YR
352,391,1,0,54,2668.0,TRU,2019_YR
352,401,1,0,188,2651.0,TRU,2019_YR
352,41,1,0,2,,TRU,2019_YR
352,411,1,0,255,2184.0,TRU,2019_YR
352,412,1,0,866,1655.0,TRU,2019_YR
352,421,1,0,92,2116.0,TRU,2019_YR
352,422,1,0,350,1693.0,TRU,2019_YR
352,423,1,0,138,2517.0,TRU,2019_YR
352,424,1,0,1,,TRU,2019_YR
352,431,1,0,70,2175.0,TRU,2019_YR
352,432,1,0,65,2199.0,TRU,2019_YR
352,433,1,0,365,2004.0,TRU,2019_YR
352,434,1,0,57,2326.0,TRU,2019_YR
352,441,1,0,1297,1110.0,TRU,2019_YR
352,442,1,0,1202,966.0,TRU,2019_YR
352,451,1,0,487,1677.0,TRU,2019_YR
352,452,1,0,229,1606.0,TRU,2019_YR
352,461,1,0,200,2119.0,TRU,2019_YR
352,471,1,0,28,1136.0,TRU,2019_YR
352,481,1,0,46,2128.0,TRU,2019_YR
352,491,1,0,24,1847.0,TRU,2019_YR
352,511,1,0,31,3465.0,TRU,2019_YR
352,512,1,0,45,3275.0,TRU,2019_YR
352,521,1,0,1,,TRU,2019_YR
352,522,1,0,6,,TRU,2019_YR
352,523,1,0,5,,TRU,2019_YR
352,531,1,0,62,2853.0,TRU,2019_YR
352,532,1,0,27,3660.0,TRU,2019_YR
352,541,1,0,53,2325.0,TRU,2019_YR
352,542,1,0,77,2704.0,TRU,2019_YR
352,551,1,0,30,2624.0,TRU,2019_YR
352,561,1,0,37,2703.0,TRU,2019_YR
352,562,1,0,58,2737.0,TRU,2019_YR
352,571,1,0,70,2833.0,TRU,2019_YR
352,572,1,0,53,2711.0,TRU,2019_YR
352,581,1,0,8,,TRU,2019_YR
352,582,1,0,1,,TRU,2019_YR
352,583,1,0,101,3239.0,TRU,2019_YR
352,584,1,0,103,2489.0,TRU,2019_YR
352,585,1,0,3,,TRU,2019_YR
352,591,1,0,52,3765.0,TRU,2019_YR
352,592,1,0,3,,TRU,2019_YR
352,593,1,0,2,,TRU,2019_YR
352,594,1,0,1,,TRU,2019_YR
352,601,1,0,43,3664.0,TRU,2019_YR
352,602,1,0,111,3944.0,TRU,2019_YR
352,603,1,0,35,4135.0,TRU,2019_YR
352,611,1,0,5,,TRU,2019_YR
352,612,1,0,49,3804.0,TRU,2019_YR
352,621,1,0,36,4289.0,TRU,2019_YR
352,631,1,0,1,,TRU,2019_YR
352,664,1,0,1,,TRU,2019_YR
352,671,1,0,1,,TRU,2019_YR
352,681,1,0,1,,TRU,2019_YR
352,91,1,0,29,4118.0,TRU,2019_YR
361,102,1,0,1,,TRU,2019_YR
361,111,1,0,3,,TRU,2019_YR
361,121,1,0,2,,TRU,2019_YR
361,122,1,0,1,,TRU,2019_YR
361,131,1,0,1,,TRU,2019_YR
361,132,1,0,2,,TRU,2019_YR
361,181,1,0,2,,TRU,2019_YR
361,182,1,0,1,,TRU,2019_YR
361,191,1,0,1,,TRU,2019_YR
361,201,1,0,1,,TRU,2019_YR
361,202,1,0,21,3341.0,TRU,2019_YR
361,211,1,0,2,,TRU,2019_YR
361,221,1,0,4,,TRU,2019_YR
361,222,1,0,5,,TRU,2019_YR
361,231,1,0,9,,TRU,2019_YR
361,232,1,0,42,2392.0,TRU,2019_YR
361,261,1,0,32,2248.0,TRU,2019_YR
361,271,1,0,26,2849.0,TRU,2019_YR
361,281,1,0,25,2632.0,TRU,2019_YR
361,291,1,0,7,,TRU,2019_YR
361,292,1,0,105,2214.0,TRU,2019_YR
361,301,1,0,102,2115.0,TRU,2019_YR
361,302,1,0,101,1573.0,TRU,2019_YR
361,31,1,0,1,,TRU,2019_YR
361,311,1,0,81,2439.0,TRU,2019_YR
361,312,1,0,22,2012.0,TRU,2019_YR
361,313,1,0,133,1897.0,TRU,2019_YR
361,321,1,0,25,1534.0,TRU,2019_YR
361,331,1,0,78,1457.0,TRU,2019_YR
361,332,1,0,115,1008.0,TRU,2019_YR
361,333,1,0,18,1546.0,TRU,2019_YR
361,334,1,0,12,,TRU,2019_YR
361,335,1,0,10,,TRU,2019_YR
361,336,1,0,19,1324.0,TRU,2019_YR
361,337,1,0,1,,TRU,2019_YR
361,338,1,0,8,,TRU,2019_YR
361,339,1,0,10,,TRU,2019_YR
361,341,1,0,205,1956.0,TRU,2019_YR
361,351,1,0,56,1197.0,TRU,2019_YR
361,352,1,0,69,1112.0,TRU,2019_YR
361,361,1,0,553,763.0,TRU,2019_YR
361,381,1,0,4,,TRU,2019_YR
361,391,1,0,2,,TRU,2019_YR
361,401,1,0,31,3332.0,TRU,2019_YR
361,411,1,0,14,,TRU,2019_YR
361,412,1,0,42,2029.0,TRU,2019_YR
361,421,1,0,5,,TRU,2019_YR
361,422,1,0,12,,TRU,2019_YR
361,423,1,0,9,,TRU,2019_YR
361,431,1,0,3,,TRU,2019_YR
361,432,1,0,10,,TRU,2019_YR
361,433,1,0,7,,TRU,2019_YR
361,434,1,0,4,,TRU,2019_YR
361,441,1,0,24,1975.0,TRU,2019_YR
361,442,1,0,16,2263.0,TRU,2019_YR
361,451,1,0,43,2231.0,TRU,2019_YR
361,452,1,0,2,,TRU,2019_YR
361,461,1,0,9,,TRU,2019_YR
361,471,1,0,38,1113.0,TRU,2019_YR
361,481,1,0,2,,TRU,2019_YR
361,491,1,0,4,,TRU,2019_YR
361,511,1,0,1,,TRU,2019_YR
361,512,1,0,13,4220.0,TRU,2019_YR
361,522,1,0,1,,TRU,2019_YR
361,531,1,0,7,,TRU,2019_YR
361,532,1,0,1,,TRU,2019_YR
361,541,1,0,2,,TRU,2019_YR
361,542,1,0,5,,TRU,2019_YR
361,551,1,0,5,,TRU,2019_YR
361,561,1,0,4,,TRU,2019_YR
361,562,1,0,15,4083.0,TRU,2019_YR
361,571,1,0,38,4088.0,TRU,2019_YR
361,572,1,0,2,,TRU,2019_YR
361,581,1,0,25,3930.0,TRU,2019_YR
361,583,1,0,29,4090.0,TRU,2019_YR
361,584,1,0,4,,TRU,2019_YR
361,591,1,0,30,4434.0,TRU,2019_YR
361,593,1,0,3,,TRU,2019_YR
361,601,1,0,10,,TRU,2019_YR
361,602,1,0,101,4043.0,TRU,2019_YR
361,603,1,0,9,,TRU,2019_YR
361,611,1,0,3,,TRU,2019_YR
361,612,1,0,45,4353.0,TRU,2019_YR
361,621,1,0,31,5111.0,TRU,2019_YR
362,271,1,0,1,,TRU,2019_YR
362,281,1,0,1,,TRU,2019_YR
362,291,1,0,1,,TRU,2019_YR
362,292,1,0,4,,TRU,2019_YR
362,301,1,0,1,,TRU,2019_YR
362,302,1,0,20,,TRU,2019_YR
362,311,1,0,1,,TRU,2019_YR
362,313,1,0,1,,TRU,2019_YR
362,331,1,0,3,,TRU,2019_YR
362,332,1,0,1,,TRU,2019_YR
362,333,1,0,7,,TRU,2019_YR
362,334,1,0,2,,TRU,2019_YR
362,335,1,0,1,,TRU,2019_YR
362,336,1,0,1,,TRU,2019_YR
362,338,1,0,1,,TRU,2019_YR
362,339,1,0,1,,TRU,2019_YR
362,341,1,0,2,,TRU,2019_YR
362,352,1,0,1,,TRU,2019_YR
362,362,1,0,3,,TRU,2019_YR
362,412,1,0,1,,TRU,2019_YR
362,461,1,0,1,,TRU,2019_YR
362,542,1,0,1,,TRU,2019_YR
362,551,1,0,1,,TRU,2019_YR
362,571,1,0,1,,TRU,2019_YR
362,584,1,0,2,,TRU,2019_YR
381,101,1,0,3,,TRU,2019_YR
381,102,1,0,2,,TRU,2019_YR
381,111,1,0,19,5933.0,TRU,2019_YR
381,112,1,0,1,,TRU,2019_YR
381,121,1,0,5,,TRU,2019_YR
381,131,1,0,2,,TRU,2019_YR
381,181,1,0,3,,TRU,2019_YR
381,182,1,0,1,,TRU,2019_YR
381,202,1,0,7,,TRU,2019_YR
381,211,1,0,1,,TRU,2019_YR
381,212,1,0,1,,TRU,2019_YR
381,222,1,0,4,,TRU,2019_YR
381,231,1,0,3,,TRU,2019_YR
381,232,1,0,70,3025.0,TRU,2019_YR
381,261,1,0,15,3544.0,TRU,2019_YR
381,271,1,0,67,2989.0,TRU,2019_YR
381,281,1,0,205,1463.0,TRU,2019_YR
381,291,1,0,44,3664.0,TRU,2019_YR
381,292,1,0,63,3024.0,TRU,2019_YR
381,301,1,0,134,2053.0,TRU,2019_YR
381,302,1,0,34,2128.0,TRU,2019_YR
381,31,1,0,3,,TRU,2019_YR
381,311,1,0,305,1374.0,TRU,2019_YR
381,312,1,0,75,2235.0,TRU,2019_YR
381,313,1,0,75,1901.0,TRU,2019_YR
381,32,1,0,1,,TRU,2019_YR
381,321,1,0,4,,TRU,2019_YR
381,331,1,0,21,2039.0,TRU,2019_YR
381,332,1,0,6,,TRU,2019_YR
381,333,1,0,2,,TRU,2019_YR
381,334,1,0,61,2345.0,TRU,2019_YR
381,335,1,0,5,,TRU,2019_YR
381,336,1,0,2,,TRU,2019_YR
381,338,1,0,1,,TRU,2019_YR
381,339,1,0,2,,TRU,2019_YR
381,341,1,0,109,2745.0,TRU,2019_YR
381,351,1,0,10,,TRU,2019_YR
381,352,1,0,40,2558.0,TRU,2019_YR
381,361,1,0,1,,TRU,2019_YR
381,381,1,0,146,1210.0,TRU,2019_YR
381,391,1,0,159,1419.0,TRU,2019_YR
381,401,1,0,126,1950.0,TRU,2019_YR
381,411,1,0,147,1297.0,TRU,2019_YR
381,412,1,0,56,2610.0,TRU,2019_YR
381,421,1,0,8,,TRU,2019_YR
381,422,1,0,8,,TRU,2019_YR
381,423,1,0,85,1613.0,TRU,2019_YR
381,424,1,0,1,,TRU,2019_YR
381,431,1,0,50,2158.0,TRU,2019_YR
381,432,1,0,7,,TRU,2019_YR
381,433,1,0,13,,TRU,2019_YR
381,434,1,0,25,2154.0,TRU,2019_YR
381,441,1,0,24,2369.0,TRU,2019_YR
381,442,1,0,18,,TRU,2019_YR
381,451,1,0,9,,TRU,2019_YR
381,452,1,0,2,,TRU,2019_YR
381,461,1,0,14,2611.0,TRU,2019_YR
381,481,1,0,1,,TRU,2019_YR
381,51,1,0,2,,TRU,2019_YR
381,511,1,0,4,,TRU,2019_YR
381,512,1,0,1,,TRU,2019_YR
381,522,1,0,1,,TRU,2019_YR
381,523,1,0,1,,TRU,2019_YR
381,531,1,0,24,2917.0,TRU,2019_YR
381,532,1,0,4,,TRU,2019_YR
381,541,1,0,17,3839.0,TRU,2019_YR
381,542,1,0,207,3241.0,TRU,2019_YR
381,551,1,0,3,,TRU,2019_YR
381,561,1,0,1,,TRU,2019_YR
381,562,1,0,5,,TRU,2019_YR
381,571,1,0,8,,TRU,2019_YR
381,572,1,0,11,,TRU,2019_YR
381,581,1,0,1,,TRU,2019_YR
381,583,1,0,2,,TRU,2019_YR
381,584,1,0,9,,TRU,2019_YR
381,591,1,0,2,,TRU,2019_YR
381,593,1,0,2,,TRU,2019_YR
381,602,1,0,23,4767.0,TRU,2019_YR
381,611,1,0,2,,TRU,2019_YR
381,612,1,0,1,,TRU,2019_YR
381,621,1,0,17,4310.0,TRU,2019_YR
381,651,1,0,1,,TRU,2019_YR
381,91,1,0,14,,TRU,2019_YR
391,101,1,0,12,,TRU,2019_YR
391,102,1,0,4,,TRU,2019_YR
391,111,1,0,19,,TRU,2019_YR
391,112,1,0,9,,TRU,2019_YR
391,121,1,0,27,4282.0,TRU,2019_YR
391,122,1,0,4,,TRU,2019_YR
391,131,1,0,6,,TRU,2019_YR
391,132,1,0,11,,TRU,2019_YR
391,181,1,0,15,4170.0,TRU,2019_YR
391,182,1,0,4,,TRU,2019_YR
391,191,1,0,12,,TRU,2019_YR
391,192,1,0,3,,TRU,2019_YR
391,201,1,0,1,,TRU,2019_YR
391,202,1,0,15,3314.0,TRU,2019_YR
391,211,1,0,13,3886.0,TRU,2019_YR
391,212,1,0,19,,TRU,2019_YR
391,221,1,0,16,,TRU,2019_YR
391,222,1,0,19,2900.0,TRU,2019_YR
391,231,1,0,53,2449.0,TRU,2019_YR
391,232,1,0,220,2592.0,TRU,2019_YR
391,261,1,0,32,2717.0,TRU,2019_YR
391,271,1,0,14,,TRU,2019_YR
391,281,1,0,715,1772.0,TRU,2019_YR
391,291,1,0,45,2742.0,TRU,2019_YR
391,292,1,0,76,2550.0,TRU,2019_YR
391,301,1,0,554,2192.0,TRU,2019_YR
391,302,1,0,115,2171.0,TRU,2019_YR
391,31,1,0,85,5700.0,TRU,2019_YR
391,311,1,0,376,1348.0,TRU,2019_YR
391,312,1,0,108,1833.0,TRU,2019_YR
391,313,1,0,344,2074.0,TRU,2019_YR
391,314,1,0,1,,TRU,2019_YR
391,32,1,0,1,,TRU,2019_YR
391,321,1,0,54,2185.0,TRU,2019_YR
391,331,1,0,86,2178.0,TRU,2019_YR
391,332,1,0,23,2763.0,TRU,2019_YR
391,333,1,0,26,2795.0,TRU,2019_YR
391,334,1,0,103,2413.0,TRU,2019_YR
391,335,1,0,6,,TRU,2019_YR
391,336,1,0,21,2520.0,TRU,2019_YR
391,337,1,0,1,,TRU,2019_YR
391,338,1,0,1,,TRU,2019_YR
391,339,1,0,6,,TRU,2019_YR
391,341,1,0,539,2081.0,TRU,2019_YR
391,351,1,0,72,2332.0,TRU,2019_YR
391,352,1,0,40,2641.0,TRU,2019_YR
391,362,1,0,1,,TRU,2019_YR
391,381,1,0,112,1398.0,TRU,2019_YR
391,391,1,0,1485,776.0,TRU,2019_YR
391,401,1,0,848,1116.0,TRU,2019_YR
391,41,1,0,9,,TRU,2019_YR
391,411,1,0,991,759.0,TRU,2019_YR
391,412,1,0,695,1329.0,TRU,2019_YR
391,421,1,0,89,1436.0,TRU,2019_YR
391,422,1,0,71,1627.0,TRU,2019_YR
391,423,1,0,392,978.0,TRU,2019_YR
391,424,1,0,1,,TRU,2019_YR
391,431,1,0,79,1949.0,TRU,2019_YR
391,432,1,0,74,1496.0,TRU,2019_YR
391,433,1,0,37,2437.0,TRU,2019_YR
391,434,1,0,145,1612.0,TRU,2019_YR
391,441,1,0,114,2091.0,TRU,2019_YR
391,442,1,0,28,2684.0,TRU,2019_YR
391,451,1,0,58,1812.0,TRU,2019_YR
391,452,1,0,16,2628.0,TRU,2019_YR
391,461,1,0,84,2509.0,TRU,2019_YR
391,471,1,0,1,,TRU,2019_YR
391,481,1,0,2,,TRU,2019_YR
391,491,1,0,1,,TRU,2019_YR
391,501,1,0,1,,TRU,2019_YR
391,511,1,0,4,,TRU,2019_YR
391,512,1,0,20,3602.0,TRU,2019_YR
391,521,1,0,1,,TRU,2019_YR
391,522,1,0,24,3195.0,TRU,2019_YR
391,523,1,0,8,,TRU,2019_YR
391,531,1,0,96,2551.0,TRU,2019_YR
391,532,1,0,22,2509.0,TRU,2019_YR
391,541,1,0,43,3023.0,TRU,2019_YR
391,542,1,0,418,3913.0,TRU,2019_YR
391,551,1,0,12,,TRU,2019_YR
391,561,1,0,19,2999.0,TRU,2019_YR
391,562,1,0,61,2921.0,TRU,2019_YR
391,571,1,0,52,3679.0,TRU,2019_YR
391,572,1,0,11,,TRU,2019_YR
391,581,1,0,30,3953.0,TRU,2019_YR
391,583,1,0,48,3244.0,TRU,2019_YR
391,584,1,0,33,3151.0,TRU,2019_YR
391,585,1,0,5,,TRU,2019_YR
391,591,1,0,26,3912.0,TRU,2019_YR
391,592,1,0,1,,TRU,2019_YR
391,593,1,0,72,4608.0,TRU,2019_YR
391,601,1,0,51,4509.0,TRU,2019_YR
391,602,1,0,108,4255.0,TRU,2019_YR
391,603,1,0,6,,TRU,2019_YR
391,611,1,0,4,,TRU,2019_YR
391,612,1,0,8,,TRU,2019_YR
391,621,1,0,22,4747.0,TRU,2019_YR
391,641,1,0,4,,TRU,2019_YR
391,664,1,0,1,,TRU,2019_YR
391,81,1,0,2,,TRU,2019_YR
391,91,1,0,31,,TRU,2019_YR
401,101,1,0,153,5323.0,TRU,2019_YR
401,102,1,0,34,5088.0,TRU,2019_YR
401,11,1,0,152,6013.0,TRU,2019_YR
401,111,1,0,135,4854.0,TRU,2019_YR
401,112,1,0,11,,TRU,2019_YR
401,121,1,0,255,4792.0,TRU,2019_YR
401,122,1,0,9,,TRU,2019_YR
401,131,1,0,48,4677.0,TRU,2019_YR
401,132,1,0,116,4439.0,TRU,2019_YR
401,133,1,0,1,,TRU,2019_YR
401,181,1,0,268,4379.0,TRU,2019_YR
401,182,1,0,14,,TRU,2019_YR
401,191,1,0,13,,TRU,2019_YR
401,192,1,0,13,,TRU,2019_YR
401,201,1,0,17,4621.0,TRU,2019_YR
401,202,1,0,190,3948.0,TRU,2019_YR
401,21,1,0,6,,TRU,2019_YR
401,211,1,0,51,4034.0,TRU,2019_YR
401,212,1,0,86,3662.0,TRU,2019_YR
401,221,1,0,89,3573.0,TRU,2019_YR
401,222,1,0,127,3217.0,TRU,2019_YR
401,231,1,0,282,2879.0,TRU,2019_YR
401,232,1,0,741,3112.0,TRU,2019_YR
401,261,1,0,327,2737.0,TRU,2019_YR
401,271,1,0,174,2548.0,TRU,2019_YR
401,281,1,0,825,1713.0,TRU,2019_YR
401,291,1,0,313,2681.0,TRU,2019_YR
401,292,1,0,512,3199.0,TRU,2019_YR
401,301,1,0,3331,2552.0,TRU,2019_YR
401,302,1,0,1622,2628.0,TRU,2019_YR
401,31,1,0,292,5652.0,TRU,2019_YR
401,311,1,0,2288,1827.0,TRU,2019_YR
401,312,1,0,591,2107.0,TRU,2019_YR
401,313,1,0,2014,2250.0,TRU,2019_YR
401,314,1,0,7,,TRU,2019_YR
401,32,1,0,4,,TRU,2019_YR
401,321,1,0,352,2603.0,TRU,2019_YR
401,331,1,0,685,2459.0,TRU,2019_YR
401,332,1,0,147,2747.0,TRU,2019_YR
401,333,1,0,40,2784.0,TRU,2019_YR
401,334,1,0,215,3027.0,TRU,2019_YR
401,335,1,0,60,2776.0,TRU,2019_YR
401,336,1,0,117,2679.0,TRU,2019_YR
401,337,1,0,3,,TRU,2019_YR
401,338,1,0,28,3187.0,TRU,2019_YR
401,339,1,0,15,3292.0,TRU,2019_YR
401,341,1,0,1435,2301.0,TRU,2019_YR
401,351,1,0,132,2726.0,TRU,2019_YR
401,352,1,0,240,2541.0,TRU,2019_YR
401,361,1,0,26,2892.0,TRU,2019_YR
401,381,1,0,127,1781.0,TRU,2019_YR
401,391,1,0,762,1257.0,TRU,2019_YR
401,401,1,0,12213,664.0,TRU,2019_YR
401,41,1,0,152,5213.0,TRU,2019_YR
401,411,1,0,1871,1163.0,TRU,2019_YR
401,412,1,0,2736,1763.0,TRU,2019_YR
401,421,1,0,924,1193.0,TRU,2019_YR
401,422,1,0,757,1625.0,TRU,2019_YR
401,423,1,0,3011,872.0,TRU,2019_YR
401,424,1,0,38,1087.0,TRU,2019_YR
401,431,1,0,623,1510.0,TRU,2019_YR
401,432,1,0,1612,994.0,TRU,2019_YR
401,433,1,0,507,1545.0,TRU,2019_YR
401,434,1,0,2150,918.0,TRU,2019_YR
401,441,1,0,652,2167.0,TRU,2019_YR
401,442,1,0,186,2463.0,TRU,2019_YR
401,451,1,0,736,1773.0,TRU,2019_YR
401,452,1,0,150,2272.0,TRU,2019_YR
401,461,1,0,466,1867.0,TRU,2019_YR
401,471,1,0,23,,TRU,2019_YR
401,481,1,0,20,4063.0,TRU,2019_YR
401,491,1,0,131,3212.0,TRU,2019_YR
401,501,1,0,1,,TRU,2019_YR
401,51,1,0,5,,TRU,2019_YR
401,511,1,0,173,2320.0,TRU,2019_YR
401,512,1,0,61,2620.0,TRU,2019_YR
401,521,1,0,64,2530.0,TRU,2019_YR
401,522,1,0,79,2394.0,TRU,2019_YR
401,523,1,0,29,2250.0,TRU,2019_YR
401,531,1,0,958,1842.0,TRU,2019_YR
401,532,1,0,176,2252.0,TRU,2019_YR
401,541,1,0,551,2142.0,TRU,2019_YR
401,542,1,0,551,2471.0,TRU,2019_YR
401,551,1,0,93,2582.0,TRU,2019_YR
