Mode of Travel,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Middle Filter Zone ID,Middle Filter Zone Name,Middle Filter Zone Direction (degrees),Middle Filter Zone is Bi-Direction,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Day Type,Day Part,Average Daily O-M-D Traffic (StL Index),Average Daily Origin Zone Traffic (StL Index),Average Daily Middle Filter Zone Traffic (StL Index),Average Daily Destination Zone Traffic (StL Index),Avg Travel Time (sec)
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,111,111,no,N/A,no,0: All Days (M-Su),1:  Early AM (12am-6am) (12am-6am),3,63,3,56,2706
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,111,111,no,N/A,no,0: All Days (M-Su),2:  Peak AM (6am-9am) (6am-9am),18,571,22,514,2868
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,111,111,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),25,1546,48,1519,3089
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,111,111,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),18,794,26,820,2434
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,111,111,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),9,746,21,788,2060
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,111,111,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),70,3782,105,3782,2519
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,111,111,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),1:  Early AM (12am-6am) (12am-6am),4,59,5,52,2414
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,111,111,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),2:  Peak AM (6am-9am) (6am-9am),17,697,21,647,2822
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,111,111,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),21,1399,32,1370,2742
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,111,111,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),4:  Peak PM (3pm-6pm) (3pm-6pm),18,832,24,873,2386
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,111,111,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),10,794,23,839,1746
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,111,111,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),81,3423,155,3375,3244
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,111,111,no,N/A,no,2:  Weekend_SaSu (Sa-Su),1:  Early AM (12am-6am) (12am-6am),1,69,1,66,7828
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,111,111,no,N/A,no,2:  Weekend_SaSu (Sa-Su),2:  Peak AM (6am-9am) (6am-9am),14,228,23,163,3371
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,111,111,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),34,1772,79,1750,3666
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,111,111,no,N/A,no,2:  Weekend_SaSu (Sa-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),22,701,33,727,2407
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,111,111,no,N/A,no,2:  Weekend_SaSu (Sa-Su),5:  Late PM (6pm-12am) (6pm-12am),9,653,20,670,2588
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,112,112,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),3,3720,121,1531,2435
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,112,112,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),2,1546,48,566,3106
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,112,112,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),0,794,26,343,1357
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,112,112,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),1,746,21,368,1899
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,112,112,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),3,3782,105,1499,1271
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,112,112,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),1,1399,32,448,1406
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,112,112,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),4:  Peak PM (3pm-6pm) (3pm-6pm),1,832,24,329,1357
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,112,112,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),1,794,23,417,1050
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,112,112,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,3423,155,1524,5011
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,112,112,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,1772,79,835,5011
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,121,121,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,3720,121,5335,4826
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,121,121,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1546,48,2072,8077
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,121,121,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),1,746,21,1327,3742
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,121,121,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,3782,105,4536,8077
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,121,121,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),1,1399,32,1705,8077
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,121,121,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),2,3423,155,6398,3499
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,121,121,no,N/A,no,2:  Weekend_SaSu (Sa-Su),5:  Late PM (6pm-12am) (6pm-12am),2,653,20,1527,3499
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,122,122,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,3720,121,2059,5414
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,122,122,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1546,48,705,6829
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,122,122,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),0,794,26,506,4000
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,122,122,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,3782,105,2012,5414
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,122,122,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),3:  Mid-Day (9am-3pm) (9am-3pm),1,1399,32,555,6829
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,122,122,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),4:  Peak PM (3pm-6pm) (3pm-6pm),1,832,24,530,4000
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,181,181,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),5,3720,121,5280,3451
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,181,181,no,N/A,no,0: All Days (M-Su),1:  Early AM (12am-6am) (12am-6am),0,63,3,91,5447
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,181,181,no,N/A,no,0: All Days (M-Su),2:  Peak AM (6am-9am) (6am-9am),1,571,22,620,3888
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,181,181,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),2,1546,48,1947,3874
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,181,181,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),1,794,26,1407,2062
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,181,181,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),1,746,21,1215,1704
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,181,181,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),4,3782,105,5598,2690
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,181,181,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),1:  Early AM (12am-6am) (12am-6am),1,59,5,97,5447
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,181,181,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),2:  Peak AM (6am-9am) (6am-9am),1,697,21,784,3161
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,181,181,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),4:  Peak PM (3pm-6pm) (3pm-6pm),1,832,24,1653,2062
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,181,181,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),2,794,23,1338,1704
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,181,181,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),9,3423,155,4641,4232
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,181,181,no,N/A,no,2:  Weekend_SaSu (Sa-Su),2:  Peak AM (6am-9am) (6am-9am),3,228,23,238,4130
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,181,181,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),6,1772,79,2415,4293
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,182,182,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,3720,121,2375,1923
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,182,182,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),0,746,21,550,1923
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,201,201,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,3720,121,1672,4094
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,201,201,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),0,794,26,473,4094
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,201,201,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,3782,105,1751,4094
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,201,201,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),4:  Peak PM (3pm-6pm) (3pm-6pm),1,832,24,548,4094
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,2010,Ogden Downtown,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,3720,121,2727,3796
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,2010,Ogden Downtown,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),1,746,21,831,3796
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,2010,Ogden Downtown,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,3423,155,3323,3365
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,2010,Ogden Downtown,no,N/A,no,2:  Weekend_SaSu (Sa-Su),5:  Late PM (6pm-12am) (6pm-12am),1,653,20,1034,3365
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,202,202,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,3720,121,4527,6963
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,202,202,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1546,48,1880,8090
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,202,202,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),0,746,21,1010,5836
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,202,202,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,3423,155,5141,5836
Bicycle - StL Bicycle Index,111,111,no,N/A,no,36,Roy DNRG,N/A,no,202,202,no,N/A,no,2:  Weekend_SaSu (Sa-Su),5:  Late PM (6pm-12am) (6pm-12am),1,653,20,876,5836
Bicycle - StL Bicycle Index,111,111,no,N/A,no,40,Syracuse,N/A,no,111,111,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,3720,43,3697,7196
Bicycle - StL Bicycle Index,111,111,no,N/A,no,40,Syracuse,N/A,no,111,111,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1546,19,1519,5859
Bicycle - StL Bicycle Index,111,111,no,N/A,no,40,Syracuse,N/A,no,111,111,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),0,794,9,820,8534
Bicycle - StL Bicycle Index,111,111,no,N/A,no,40,Syracuse,N/A,no,111,111,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),2,3423,66,3375,7196
Bicycle - StL Bicycle Index,111,111,no,N/A,no,40,Syracuse,N/A,no,111,111,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,1772,45,1750,5859
Bicycle - StL Bicycle Index,111,111,no,N/A,no,40,Syracuse,N/A,no,111,111,no,N/A,no,2:  Weekend_SaSu (Sa-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),1,701,7,727,8534
Bicycle - StL Bicycle Index,111,111,no,N/A,no,40,Syracuse,N/A,no,201,201,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,3720,43,1672,4422
Bicycle - StL Bicycle Index,111,111,no,N/A,no,40,Syracuse,N/A,no,201,201,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1546,19,583,4422
Bicycle - StL Bicycle Index,111,111,no,N/A,no,40,Syracuse,N/A,no,201,201,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,3423,66,1509,4422
Bicycle - StL Bicycle Index,111,111,no,N/A,no,40,Syracuse,N/A,no,201,201,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,1772,45,787,4422
Bicycle - StL Bicycle Index,111,111,no,N/A,no,41,Kaysville DNRG,N/A,no,2012,Station Park,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,3720,214,952,9012
Bicycle - StL Bicycle Index,111,111,no,N/A,no,41,Kaysville DNRG,N/A,no,2012,Station Park,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1546,110,399,9012
Bicycle - StL Bicycle Index,111,111,no,N/A,no,41,Kaysville DNRG,N/A,no,2012,Station Park,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,3423,286,1649,9012
Bicycle - StL Bicycle Index,111,111,no,N/A,no,41,Kaysville DNRG,N/A,no,2012,Station Park,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,1772,176,778,9012
Bicycle - StL Bicycle Index,111,111,no,N/A,no,41,Kaysville DNRG,N/A,no,202,202,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,3720,214,4527,8090
Bicycle - StL Bicycle Index,111,111,no,N/A,no,41,Kaysville DNRG,N/A,no,202,202,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,1546,110,1880,8090
Bicycle - StL Bicycle Index,111,111,no,N/A,no,41,Kaysville DNRG,N/A,no,221,221,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,3720,214,2605,7896
Bicycle - StL Bicycle Index,111,111,no,N/A,no,41,Kaysville DNRG,N/A,no,221,221,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,1546,110,1156,7896
Bicycle - StL Bicycle Index,111,111,no,N/A,no,41,Kaysville DNRG,N/A,no,221,221,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),2,3423,286,3845,7896
Bicycle - StL Bicycle Index,111,111,no,N/A,no,41,Kaysville DNRG,N/A,no,221,221,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),2,1772,176,2076,7896
Bicycle - StL Bicycle Index,112,112,no,N/A,no,35,Ogden River Parkway,N/A,no,112,112,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,1463,119,1531,7729
Bicycle - StL Bicycle Index,112,112,no,N/A,no,35,Ogden River Parkway,N/A,no,112,112,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,549,55,566,7729
Bicycle - StL Bicycle Index,112,112,no,N/A,no,36,Roy DNRG,N/A,no,111,111,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,1463,121,3697,4574
Bicycle - StL Bicycle Index,112,112,no,N/A,no,36,Roy DNRG,N/A,no,111,111,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,549,48,1519,4574
Bicycle - StL Bicycle Index,112,112,no,N/A,no,36,Roy DNRG,N/A,no,111,111,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),2,1481,155,3375,3048
Bicycle - StL Bicycle Index,112,112,no,N/A,no,36,Roy DNRG,N/A,no,111,111,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),2,792,79,1750,3048
Bicycle - StL Bicycle Index,112,112,no,N/A,no,36,Roy DNRG,N/A,no,112,112,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,1463,121,1531,3101
Bicycle - StL Bicycle Index,112,112,no,N/A,no,36,Roy DNRG,N/A,no,112,112,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,549,48,566,3101
Bicycle - StL Bicycle Index,112,112,no,N/A,no,36,Roy DNRG,N/A,no,112,112,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,1481,155,1524,3101
Bicycle - StL Bicycle Index,112,112,no,N/A,no,36,Roy DNRG,N/A,no,112,112,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,792,79,835,3101
Bicycle - StL Bicycle Index,112,112,no,N/A,no,40,Syracuse,N/A,no,112,112,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,1463,43,1531,5363
Bicycle - StL Bicycle Index,112,112,no,N/A,no,40,Syracuse,N/A,no,112,112,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,549,19,566,5363
Bicycle - StL Bicycle Index,112,112,no,N/A,no,40,Syracuse,N/A,no,212,212,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,1463,43,2029,4937
Bicycle - StL Bicycle Index,112,112,no,N/A,no,40,Syracuse,N/A,no,212,212,no,N/A,no,0: All Days (M-Su),2:  Peak AM (6am-9am) (6am-9am),0,247,11,274,4937
Bicycle - StL Bicycle Index,112,112,no,N/A,no,40,Syracuse,N/A,no,212,212,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,1481,66,2002,4937
Bicycle - StL Bicycle Index,112,112,no,N/A,no,40,Syracuse,N/A,no,212,212,no,N/A,no,2:  Weekend_SaSu (Sa-Su),2:  Peak AM (6am-9am) (6am-9am),1,133,12,141,4937
Bicycle - StL Bicycle Index,121,121,no,N/A,no,34,Pleasant View Dr,N/A,no,101,101,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2,5156,52,2084,4364
Bicycle - StL Bicycle Index,121,121,no,N/A,no,34,Pleasant View Dr,N/A,no,101,101,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),2,1274,11,426,4364
Bicycle - StL Bicycle Index,121,121,no,N/A,no,34,Pleasant View Dr,N/A,no,101,101,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),4,4359,50,1915,4364
Bicycle - StL Bicycle Index,121,121,no,N/A,no,34,Pleasant View Dr,N/A,no,101,101,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),4,987,16,423,4364
Bicycle - StL Bicycle Index,121,121,no,N/A,no,34,Pleasant View Dr,N/A,no,102,102,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,5156,52,1783,6171
Bicycle - StL Bicycle Index,121,121,no,N/A,no,34,Pleasant View Dr,N/A,no,102,102,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),1,1274,11,376,6171
Bicycle - StL Bicycle Index,121,121,no,N/A,no,34,Pleasant View Dr,N/A,no,102,102,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,4359,50,1779,6171
Bicycle - StL Bicycle Index,121,121,no,N/A,no,34,Pleasant View Dr,N/A,no,102,102,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),1,987,16,395,6171
Bicycle - StL Bicycle Index,121,121,no,N/A,no,34,Pleasant View Dr,N/A,no,121,121,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,5156,52,5335,6412
Bicycle - StL Bicycle Index,121,121,no,N/A,no,34,Pleasant View Dr,N/A,no,121,121,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),0,1274,11,1327,6412
Bicycle - StL Bicycle Index,121,121,no,N/A,no,34,Pleasant View Dr,N/A,no,121,121,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),0: All Day (12am-12am),1,4359,50,4536,6412
Bicycle - StL Bicycle Index,121,121,no,N/A,no,34,Pleasant View Dr,N/A,no,121,121,no,N/A,no,1:  Weekday_TuWeTh (Tu-Th),5:  Late PM (6pm-12am) (6pm-12am),1,987,16,1007,6412
Bicycle - StL Bicycle Index,121,121,no,N/A,no,35,Ogden River Parkway,N/A,no,102,102,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1,5156,119,1783,1831
Bicycle - StL Bicycle Index,121,121,no,N/A,no,35,Ogden River Parkway,N/A,no,102,102,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),0,1321,24,409,2941
Bicycle - StL Bicycle Index,121,121,no,N/A,no,35,Ogden River Parkway,N/A,no,102,102,no,N/A,no,0: All Days (M-Su),5:  Late PM (6pm-12am) (6pm-12am),0,1274,27,376,721
Bicycle - StL Bicycle Index,121,121,no,N/A,no,35,Ogden River Parkway,N/A,no,102,102,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),2,6199,158,1796,1831
Bicycle - StL Bicycle Index,121,121,no,N/A,no,35,Ogden River Parkway,N/A,no,102,102,no,N/A,no,2:  Weekend_SaSu (Sa-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),1,1547,26,391,2941
Bicycle - StL Bicycle Index,121,121,no,N/A,no,35,Ogden River Parkway,N/A,no,102,102,no,N/A,no,2:  Weekend_SaSu (Sa-Su),5:  Late PM (6pm-12am) (6pm-12am),1,1447,31,330,721
Bicycle - StL Bicycle Index,121,121,no,N/A,no,35,Ogden River Parkway,N/A,no,111,111,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),0,5156,119,3697,4781
Bicycle - StL Bicycle Index,121,121,no,N/A,no,35,Ogden River Parkway,N/A,no,111,111,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),0,2044,55,1519,4781
Bicycle - StL Bicycle Index,121,121,no,N/A,no,35,Ogden River Parkway,N/A,no,111,111,no,N/A,no,2:  Weekend_SaSu (Sa-Su),0: All Day (12am-12am),1,6199,158,3375,4781
Bicycle - StL Bicycle Index,121,121,no,N/A,no,35,Ogden River Parkway,N/A,no,111,111,no,N/A,no,2:  Weekend_SaSu (Sa-Su),3:  Mid-Day (9am-3pm) (9am-3pm),1,2688,85,1750,4781
Bicycle - StL Bicycle Index,121,121,no,N/A,no,35,Ogden River Parkway,N/A,no,121,121,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),12,5156,119,5335,3607
Bicycle - StL Bicycle Index,121,121,no,N/A,no,35,Ogden River Parkway,N/A,no,121,121,no,N/A,no,0: All Days (M-Su),2:  Peak AM (6am-9am) (6am-9am),2,297,13,311,5312
Bicycle - StL Bicycle Index,121,121,no,N/A,no,35,Ogden River Parkway,N/A,no,121,121,no,N/A,no,0: All Days (M-Su),3:  Mid-Day (9am-3pm) (9am-3pm),5,2044,55,2072,3477
Bicycle - StL Bicycle Index,121,121,no,N/A,no,35,Ogden River Parkway,N/A,no,121,121,no,N/A,no,0: All Days (M-Su),4:  Peak PM (3pm-6pm) (3pm-6pm),4,1321,24,1394,3500
